employee_id,age,gender,city,education,department,role,years_experience,hire_date,weekly_hours,overtime_hours,remote_days,monthly_salary_mad,performance_score,satisfaction_score,contract_type,promoted_last_2y
EMP0089,21,Femme,Marrakech,Master,Sales,Account Manager,0,2026-10-02,46,9.6,2,15000,3.1,6.0,CDI,Non
EMP0128,32,Femme,Rabat,Licence,IT,Support Engineer,7,2017-02-04,48,1.8,2,13100,3.3,6.2,CDI,Non
EMP0491,31,Femme,Casablanca,Licence,RH,HR Specialist,7,2018-09-16,46,9.3,1,12000,3.2,5.2,CDD,Non
EMP0369,41,Femme,Casablanca,Licence,IT,System Engineer,21,2003-11-15,45,8.5,0,20700,2.8,7.1,CDI,Oui
EMP0003,36,Homme,Marrakech,Bac+2,Sales,Sales Analyst,2,2023-12-12,52,6.4,2,11600,2.3,7.6,CDI,Non
EMP0081,42,Femme,Casablanca,Licence,IT,Support Engineer,19,2005-04-19,45,1.6,3,18700,2.6,5.7,CDI,Non
EMP0041,22,Femme,Casablanca,Master,IT,Network Engineer,0,2024-10-14,41,12.2,2,15500,4.3,8.2,CDI,Non
EMP0304,51,Homme,Casablanca,Master,Finance,Accountant,20,2006-01-18,42,12.1,1,20050,3.6,5.6,CDI,Non
EMP0641,42,Homme,Tanger,Bac+2,Sales,Sales Representative,2,2024-11-15,41,4.9,4,13250,3.8,9.1,CDI,Non
EMP0472,38,Homme,Casablanca,Master,Data,BI Analyst,1,2023-12-27,47,5.3,0,16750,2.6,7.5,CDI,Non
EMP0351,33,Femme,Casablanca,Master,IT,Support Engineer,2,2024-01-24,44,2.7,0,14200,2.7,8.5,CDI,Non
EMP0148,22,Homme,Casablanca,Licence,Sales,Sales Representative,1,2024-10-23,43,7.2,1,10600,4.0,5.5,CDI,Non
EMP0092,25,Femme,Tanger,Bac+2,Operations,Operations Analyst,5,2021-10-25,40,9.3,0,11400,3.9,6.5,CDI,Non
EMP0203,23,Femme,Tanger,Licence,Operations,Operations Analyst,0,2026-11-22,41,5.6,0,13700,,7.7,CDI,Non
EMP0288,31,Homme,Casablanca,Licence,Data,BI Analyst,7,2019-03-19,50,10.4,4,17400,3.5,7.8,CDI,Non
EMP0202,41,Homme,Agadir,,Sales,Sales Representative,17,2007-09-01,47,6.2,0,19100,3.7,3.6,CDI,Oui
EMP0449,34,Femme,Marrakech,Master,IT,Support Engineer,1,2025-12-14,37,0.4,4,13550,4.0,7.8,CDI,Non
EMP0269,35,Homme,Fès,Bac+2,Operations,Technician,12,2014-10-01,37,12.8,2,9750,3.0,7.5,CDI,Non
EMP0546,32,Femme,Casablanca,Bac+2,Finance,Financial Analyst,5,2020-06-12,46,8.9,2,13150,3.8,7.3,Stage,Non
EMP0044,33,Homme,Marrakech,Master,RH,HR Specialist,8,2018-03-22,45,8.2,0,16500,3.0,8.9,CDI,Non
EMP0205,21,Homme,Casablanca,Master,Operations,Coordinator,0,2025-06-23,44,3.9,3,10050,2.3,8.8,CDI,Non
EMP0181,29,Homme,Marrakech,Licence,IT,System Engineer,5,2020-04-04,40,1.2,0,12100,2.9,7.7,CDI,Non
EMP0406,33,Femme,Tanger,Bac+2,Finance,Accountant,3,2021-06-26,41,5.0,2,10850,2.0,8.1,CDI,Non
EMP0480,25,Homme,Casablanca,Bac,RH,HR Analyst,5,2019-07-04,55,6.2,0,5700,3.9,6.3,CDI,Oui
EMP0263,27,Homme,Casablanca,Bac,Sales,Sales Representative,5,2020-02-27,44,7.5,1,9400,,6.6,CDI,Non
EMP0087,46,Homme,Fès,Bac,Operations,Operations Analyst,24,2002-11-10,42,7.0,0,19350,3.7,7.7,CDI,Non
EMP0257,34,Homme,Tanger,Licence,Finance,Accountant,5,2021-09-22,40,3.1,3,13050,4.6,5.4,CDI,Non
EMP0215,32,Femme,Marrakech,Master,Finance,Controller,4,2021-08-19,42,1.4,2,18350,4.1,7.8,CDD,Non
EMP0164,28,Homme,Casablanca,Bac,RH,HR Specialist,5,2020-05-10,42,1.5,1,9250,3.5,7.6,CDI,Non
EMP0259,31,Homme,Casablanca,Licence,Operations,Operations Analyst,0,2026-11-18,36,4.5,1,9900,3.4,6.6,CDI,Non
EMP0528,32,Femme,Casablanca,Licence,Sales,Sales Representative,12,2012-07-22,46,5.1,2,12750,3.5,,CDI,Non
EMP0396,44,Homme,Fès,Master,Finance,Controller,22,2003-09-22,41,12.2,3,23700,4.2,7.1,CDI,Oui
EMP0399,45,Homme,Tanger,Master,Operations,Technician,20,2004-03-24,45,8.7,2,17300,1.5,6.9,Stage,Non
EMP0230,27,Femme,Casablanca,Bac+2,IT,System Engineer,7,2017-02-27,44,4.0,1,12800,3.6,6.8,CDI,Non
EMP0211,30,Homme,Tanger,Master,Finance,Controller,7,2019-04-06,50,17.9,0,19700,4.7,5.3,CDI,Non
EMP0222,32,Homme,Tanger,Master,RH,HR Specialist,10,2014-12-12,43,9.7,2,13750,4.2,8.0,CDI,Non
EMP0189,29,Femme,Casablanca,Bac+2,RH,HR Specialist,8,2017-01-25,38,5.8,2,11150,2.7,7.7,CDD,Non
EMP0397,47,Homme,Casablanca,Bac,Finance,Accountant,6,2019-06-11,36,6.0,2,9650,2.0,6.9,CDI,Oui
EMP0324,21,Homme,Casablanca,Master,IT,Support Engineer,1,2024-12-11,33,5.1,3,15300,4.3,5.9,CDD,Non
EMP0650,38,Homme,Rabat,Licence,Finance,Accountant,6,2020-06-02,50,8.0,0,12550,4.5,6.0,CDI,Non
EMP0266,41,Femme,Casablanca,Bac+2,Data,Data Analyst,10,2016-08-06,53,4.8,1,16700,3.5,5.2,CDI,Oui
EMP0584,39,Homme,Rabat,Master,Data,Data Engineer,1,2024-11-21,40,3.2,1,17250,2.4,7.3,CDI,Non
EMP0410,35,Homme,Agadir,Licence,Sales,Sales Analyst,9,2017-08-03,48,1.6,0,16700,3.7,7.8,CDI,Oui
EMP0277,43,Homme,Casablanca,Master,Operations,Coordinator,17,2008-06-18,41,8.2,2,19900,3.6,5.8,CDI,Non
EMP0548,40,Homme,Casablanca,Master,Operations,Technician,20,2006-10-22,41,2.4,1,18950,3.6,7.7,CDD,Oui
EMP0375,32,Homme,Rabat,Master,Sales,Sales Analyst,4,2021-09-23,40,5.6,2,16300,2.9,5.7,CDI,Non
EMP0544,33,Femme,Agadir,Bac+2,Operations,Coordinator,8,2016-03-14,46,2.1,0,11250,4.0,6.8,CDI,Non
EMP0408,52,Femme,Marrakech,Bac+2,Sales,Sales Representative,5,2019-09-19,42,1.9,2,8950,2.7,9.1,CDD,Non
EMP0048,38,Homme,Casablanca,Licence,Operations,Technician,16,2009-09-18,37,0.7,0,15700,3.7,5.7,CDI,Non
EMP0015,38,Homme,Marrakech,Licence,Operations,Technician,14,2010-01-11,45,8.2,4,18100,3.5,4.9,CDI,Non
EMP0507,41,Homme,Fès,Doctorat,Finance,Accountant,10,2016-02-09,49,6.4,1,17000,2.7,7.1,Stage,Non
EMP0022,37,Femme,Rabat,Master,IT,System Engineer,13,2013-10-07,46,1.2,2,19450,4.0,8.4,CDI,Non
EMP0337,31,Femme,Casablanca,Master,Data,Data Engineer,11,2015-09-01,39,2.1,0,21350,3.1,6.0,Stage,Non
EMP0412,41,Homme,Fès,Licence,Sales,Sales Analyst,2,2023-02-17,41,8.9,0,13950,5.0,8.2,CDI,Non
EMP0322,21,Homme,Casablanca,Licence,Sales,Account Manager,0,2024-07-03,47,8.5,1,12450,3.7,5.0,CDI,Non
EMP0618,31,Femme,Agadir,Master,Sales,Sales Analyst,2,2023-01-04,43,2.4,5,14100,3.6,9.2,CDD,Non
EMP0639,29,Homme,Casablanca,Licence,IT,Support Engineer,1,2025-08-08,46,1.2,1,14150,3.8,7.0,CDI,Non
EMP0568,42,femme,Casablanca,Master,IT,Support Engineer,10,2014-05-09,35,2.7,2,16950,2.7,9.8,CDI,Non
EMP0354,48,Femme,Casablanca,Bac,RH,HR Specialist,27,2002-04-24,45,10.3,1,19600,3.8,5.4,CDI,Non
EMP0265,29,Femme,Tanger,Licence,Finance,Financial Analyst,0,2024-03-06,42,5.3,1,12150,3.7,6.5,CDI,Non
EMP0299,31,Homme,Tanger,Licence,Operations,Technician,11,2015-01-17,43,10.7,2,12350,4.0,4.2,CDI,Non
EMP0303,25,Homme,Marrakech,Master,Operations,Coordinator,4,2021-10-21,48,10.4,2,13450,4.3,7.4,CDD,Non
EMP0113,41,Homme,Marrakech,Licence,Finance,Accountant,14,2011-09-02,33,2.5,3,13000,4.1,8.5,CDI,Non
EMP0086,42,Homme,Tanger,Bac+2,RH,HR Analyst,2,2022-02-16,43,2.7,1,10150,3.4,7.1,CDI,Non
EMP0149,52,Homme,,Bac,Data,Data Engineer,11,2015-10-18,44,5.7,0,19850,3.7,6.6,CDD,Non
EMP0387,28,Homme,Marrakech,Bac,IT,Support Engineer,0,2024-09-05,44,5.6,0,9700,3.7,8.1,CDI,Non
EMP0581,34,Femme,Casablanca,Master,Sales,Sales Representative,11,2015-11-22,43,8.1,1,15700,2.8,7.1,CDI,Non
EMP0604,33,Homme,Marrakech,Licence,Sales,Sales Representative,1,2025-09-26,38,3.0,2,8400,2.9,,CDD,Non
EMP0519,46,Homme,Rabat,Master,Sales,Account Manager,17,2007-01-18,49,8.1,1,19600,3.0,8.7,CDD,Non
EMP0509,37,Femme,Agadir,Master,Finance,Accountant,5,2021-01-19,46,2.3,1,13400,3.2,9.3,CDI,Non
EMP0447,31,Homme,Casablanca,Master,IT,Support Engineer,9,2015-12-12,40,5.2,3,16550,3.6,6.0,CDI,Non
EMP0176,32,Homme,Agadir,Doctorat,RH,HR Analyst,2,2022-12-27,43,7.3,0,15450,3.4,7.2,CDD,Non
EMP0024,40,Homme,Fès,Master,Operations,Technician,4,2022-11-12,43,10.3,1,10700,3.6,6.4,CDI,Non
EMP0543,34,Homme,Casablanca,,Data,BI Analyst,10,2014-10-18,40,3.9,1,19500,2.9,6.0,CDD,Non
EMP0065,36,Homme,Rabat,Bac,RH,HR Analyst,16,2010-10-22,47,14.4,0,11550,3.6,5.6,CDI,Non
EMP0195,40,Femme,Tanger,Bac+2,IT,System Engineer,7,2018-05-27,39,9.4,1,14300,3.2,6.4,CDD,Non
EMP0216,41,Homme,Tanger,Master,Sales,Sales Representative,4,2022-04-23,42,8.3,2,15050,2.6,6.1,CDI,Non
EMP0258,37,Homme,Rabat,Bac+2,Sales,Account Manager,11,2013-07-03,34,4.1,0,19650,4.4,6.6,CDI,Oui
EMP0004,43,Homme,Rabat,Master,IT,Support Engineer,22,2004-03-13,51,5.0,1,20550,3.7,5.1,CDI,Non
EMP0614,40,Homme,Rabat,Bac,Sales,Sales Analyst,7,2019-05-06,48,2.9,2,15750,4.9,4.8,CDI,Non
EMP0218,45,Homme,Casablanca,Licence,IT,Network Engineer,5,2019-07-08,45,2.9,3,14900,3.2,6.7,CDI,Non
EMP0239,46,Homme,Rabat,Licence,Data,Data Engineer,19,2006-03-13,43,9.9,2,24800,3.2,4.1,CDI,Oui
EMP0094,48,Femme,Fès,Master,Sales,Sales Analyst,0,2026-07-19,43,3.7,1,9300,2.7,6.0,CDD,Non
EMP0497,37,Femme,Marrakech,Master,Sales,Sales Representative,7,2019-06-20,42,13.0,3,12050,2.1,6.0,CDI,Non
EMP0314,45,Homme,Rabat,Master,Finance,Financial Analyst,24,2002-07-20,42,14.4,1,24000,2.8,5.2,CDI,Non
EMP0252,33,Homme,Fès,Master,RH,HR Specialist,8,2017-02-15,40,4.6,2,13900,3.2,6.2,CDI,Oui
EMP0593,33,Femme,Casablanca,,Operations,Technician,11,2014-10-27,42,12.4,0,12000,4.2,4.3,CDD,Non
EMP0134,37,Homme,Tanger,Doctorat,Sales,Sales Analyst,0,2026-06-26,46,2.2,1,12850,2.9,6.8,CDD,Non
EMP0273,29,Femme,Rabat,Master,IT,Network Engineer,8,2017-06-23,43,5.4,2,17800,3.8,5.2,CDI,Non
EMP0307,34,Femme,Casablanca,Bac+2,IT,Network Engineer,5,2019-03-25,39,2.1,1,15800,3.4,6.8,CDI,Non
EMP0434,42,Homme,Fès,Master,Finance,Controller,19,2007-09-02,35,6.8,0,20600,3.7,7.5,CDI,Non
EMP0605,35,Homme,Casablanca,Licence,Finance,Financial Analyst,11,2014-06-06,59,7.2,1,18600,4.5,5.2,CDI,Oui
EMP0355,42,Homme,Marrakech,Master,Data,BI Analyst,20,2006-06-07,53,1.0,5,23500,4.6,7.3,CDI,Oui
EMP0073,22,homme,Rabat,Master,Finance,Accountant,2,2023-09-02,46,13.6,3,13000,3.1,5.1,CDI,Non
EMP0017,24,Homme,Rabat,Bac,Sales,Sales Representative,4,2020-04-15,39,4.2,0,7500,3.9,7.9,CDI,Non
EMP0343,33,Homme,Casablanca,Master,IT,Network Engineer,13,2012-05-19,37,10.5,2,22350,2.8,6.6,CDI,Non
EMP0376,32,Femme,Marrakech,Licence,Operations,Coordinator,8,2018-04-02,48,10.0,2,13400,2.8,5.5,CDI,Non
EMP0162,43,Femme,Casablanca,,RH,HR Specialist,20,2004-09-02,36,5.4,0,17400,3.2,8.3,CDI,Non
EMP0395,45,Homme,Agadir,Bac+2,Finance,Accountant,16,2008-03-01,42,6.0,4,16800,4.5,5.9,Stage,Non
EMP0057,36,HOMME,Fès,Master,Operations,Technician,3,2023-02-15,43,10.4,0,11500,3.8,7.6,CDD,Non
EMP0458,34,Homme,Casablanca,Master,IT,Support Engineer,14,2012-05-04,54,2.5,1,17700,3.3,6.8,CDD,Non
EMP0368,58,Femme,Agadir,Licence,Finance,Financial Analyst,13,2011-08-13,40,8.2,0,14200,4.5,6.4,CDI,Non
EMP0318,39,Homme,Agadir,Master,Data,Data Engineer,3,2022-06-13,52,17.0,3,17450,2.8,5.7,Stage,Non
EMP0217,42,Femme,Tanger,Master,Sales,Sales Analyst,16,2010-12-07,43,16.3,1,17300,3.3,2.5,CDI,Non
EMP0631,38,Homme,Tanger,Doctorat,Operations,Coordinator,4,2021-12-09,32,1.3,4,11950,2.5,4.6,CDI,Non
EMP0461,48,Homme,Agadir,Master,Sales,Sales Representative,10,2015-08-27,41,14.5,3,15400,2.9,4.1,CDI,Non
EMP0175,42,Homme,Marrakech,Bac+2,Sales,Account Manager,2,2023-07-20,42,10.1,3,11200,3.6,3.2,Stage,Non
EMP0440,44,Homme,Casablanca,Master,IT,System Engineer,4,2020-06-18,35,12.4,1,13800,3.4,6.6,CDD,Non
EMP0310,39,Homme,Agadir,Master,IT,System Engineer,12,2013-05-10,45,12.6,1,19650,2.5,7.7,CDD,Non
EMP0180,40,Femme,Casablanca,Master,Data,Data Analyst,5,2020-07-21,48,4.5,1,17400,4.5,7.1,CDI,Non
EMP0009,28,Homme,Rabat,Bac+2,Data,Data Analyst,2,2023-11-27,36,17.9,4,12800,2.9,7.5,CDI,Oui
EMP0139,32,Homme,Agadir,Master,Data,BI Analyst,3,2022-01-23,50,4.6,1,13550,3.5,6.0,CDI,Non
EMP0484,49,Homme,Tanger,Bac+2,Sales,Sales Analyst,28,2002-08-27,41,12.2,2,21400,3.8,5.8,CDI,Non
EMP0108,41,Homme,Marrakech,Bac+2,Finance,Accountant,17,2009-12-21,37,4.2,0,17750,2.8,6.2,CDI,Non
EMP0298,40,Homme,Rabat,Bac+2,Finance,Financial Analyst,8,2016-09-19,39,8.4,1,11550,2.8,7.6,CDI,Non
EMP0231,38,Femme,Casablanca,Master,Operations,Coordinator,0,2024-04-02,33,5.5,3,10600,3.3,6.3,CDD,Non
EMP0628,53,Homme,Rabat,Licence,Finance,Accountant,0,2026-04-06,34,3.0,1,13050,3.6,6.8,CDI,Non
EMP0594,37,Homme,Casablanca,Doctorat,Operations,Coordinator,17,2008-05-04,36,4.6,3,22550,3.8,6.4,CDI,Non
EMP0636,45,Homme,Rabat,Master,IT,Network Engineer,6,2018-08-08,48,0.4,2,16100,2.6,7.9,CDI,Non
EMP0047,41,Femme,Casablanca,Master,IT,Network Engineer,5,2019-06-27,40,6.6,1,17500,3.7,5.1,CDI,Oui
EMP0157,38,Femme,Fès,Bac+2,Operations,Technician,5,2021-07-14,45,15.9,1,10750,3.0,6.7,CDD,Non
EMP0640,46,Homme,Casablanca,Bac+2,RH,HR Analyst,1,2023-05-13,45,2.8,2,8550,3.1,7.6,CDI,Non
EMP0505,36,Homme,Marrakech,Master,Finance,Controller,0,2026-11-12,46,7.7,1,14150,3.7,9.9,CDI,Non
EMP0039,33,Homme,Casablanca,Licence,Sales,Account Manager,7,2019-11-10,45,9.2,1,12350,3.4,7.4,CDI,Non
EMP0498,32,Homme,Agadir,Bac+2,Data,Data Analyst,12,2014-08-07,43,2.5,1,16600,3.6,7.3,CDI,Oui
EMP0428,22,Femme,,Master,Sales,Account Manager,2,2023-07-02,40,4.5,0,14350,2.7,7.6,CDI,Non
EMP0153,52,Homme,Agadir,Licence,IT,Network Engineer,32,2002-01-24,42,7.8,0,23900,3.5,7.4,CDI,Non
EMP0055,33,Homme,Rabat,Licence,Finance,Financial Analyst,3,2023-12-07,42,5.1,0,10050,3.0,6.6,CDI,Non
EMP0131,34,Femme,Tanger,Master,RH,Recruiter,14,2012-03-19,35,6.0,3,17950,4.1,7.7,CDD,Oui
EMP0109,28,Femme,Rabat,Master,Data,Data Engineer,8,2017-11-04,47,2.5,1,17900,3.2,8.6,CDI,Non
EMP0117,35,Homme,Casablanca,Bac+2,IT,Network Engineer,12,2013-01-21,46,4.3,4,18450,2.9,5.2,CDI,Oui
EMP0197,29,Homme,agadir,Master,Data,Data Engineer,1,2024-05-14,46,5.0,1,16850,3.4,6.5,CDI,Non
EMP0327,22,Homme,Casablanca,Master,Sales,Account Manager,2,2023-08-14,57,6.7,1,13350,2.6,5.3,CDI,Non
EMP0566,31,Homme,Casablanca,Licence,Operations,Operations Analyst,6,2019-06-18,30,7.1,3,11950,3.8,6.4,CDI,Non
EMP0188,48,Homme,Casablanca,Bac+2,Finance,Financial Analyst,11,2013-04-22,42,2.0,1,13100,2.7,9.3,CDI,Non
EMP0478,40,Homme,Casablanca,Licence,Finance,Controller,16,2009-05-01,49,5.9,0,19750,2.4,4.8,CDI,Oui
EMP0204,41,Femme,Tanger,Master,Finance,Controller,9,2017-03-06,32,5.3,1,16550,2.3,7.8,CDI,Non
EMP0514,46,Femme,Tanger,Bac,Operations,Coordinator,5,2019-02-10,48,7.2,1,9850,3.7,5.3,CDI,Non
EMP0536,36,Femme,Rabat,Licence,IT,System Engineer,13,2013-04-15,41,2.9,0,16350,2.6,6.7,CDI,Non
EMP0622,42,Femme,Marrakech,Master,IT,Network Engineer,18,2007-12-03,40,7.2,3,23850,4.8,5.3,CDI,Non
EMP0232,25,Femme,Rabat,Master,Finance,Accountant,5,2020-07-06,45,3.0,2,12900,3.7,9.6,CDI,Non
EMP0645,47,Homme,Agadir ,Master,IT,System Engineer,9,2017-04-18,43,6.4,3,22550,4.3,6.9,CDD,Non
EMP0456,33,Femme,Tanger,Master,Sales,Account Manager,10,2015-04-25,39,9.6,2,21900,4.4,6.6,CDD,Oui
EMP0569,28,Femme,Fès,Doctorat,Data,BI Analyst,5,2020-09-03,41,5.4,1,21150,3.3,5.4,Stage,Non
EMP0560,30,Homme,Rabat,Bac+2,Finance,Financial Analyst,4,2020-07-20,50,6.1,4,12350,4.3,6.3,CDD,Non
EMP0220,45,Femme,Marrakech,Bac+2,Operations,Operations Analyst,7,2019-03-14,43,7.4,2,10700,2.8,7.9,CDI,Non
EMP0206,49,Femme,Marrakech,Master,RH,HR Specialist,11,2015-04-15,51,6.5,2,12850,3.1,5.3,CDI,Non
EMP0224,52,Femme,Casablanca,Bac+2,Data,BI Analyst,5,2019-11-21,41,4.1,1,15150,3.5,6.1,CDI,Non
EMP0212,46,Femme,Casablanca,Master,Operations,Operations Analyst,23,2003-09-22,39,2.1,1,23150,3.7,6.6,CDI,Oui
EMP0145,46,Femme,Casablanca,Licence,Data,BI Analyst,1,2024-09-13,46,2.9,2,12650,3.4,7.2,CDI,Non
EMP0347,32,Femme,Marrakech,Doctorat,Operations,Operations Analyst,4,2022-06-25,46,2.6,2,13450,3.7,7.9,CDI,Non
EMP0489,40,Homme,marrakech,Master,Finance,Controller,15,2010-01-09,35,16.6,1,19750,3.4,7.5,CDI,Non
EMP0577,44,Homme,Rabat,Licence,Data,BI Analyst,13,2012-08-06,43,6.2,3,16500,2.7,5.6,Stage,Non
EMP0031,52,Homme,Casablanca,Bac+2,Operations,Coordinator,1,2023-07-06,52,3.7,0,6600,3.2,5.3,CDI,Non
EMP0438,39,Femme,Rabat,Master,Finance,Financial Analyst,13,2013-06-05,49,4.6,1,16850,3.8,4.9,CDI,Non
EMP0441,41,Homme,Rabat,Master,RH,HR Analyst,17,2009-05-15,43,4.2,2,20800,3.6,10.0,CDD,Oui
EMP0466,44,Homme,Agadir,Bac,IT,Network Engineer,0,2025-12-13,45,2.9,0,11550,3.4,9.6,CDI,Non
EMP0451,36,Femme,Casablanca,,IT,Support Engineer,16,2009-05-12,49,0.9,2,19450,3.6,8.5,CDI,Non
EMP0573,29,Homme,Rabat,Licence,Sales,Sales Analyst,9,2016-12-05,34,8.6,1,14350,3.2,7.1,CDI,Non
EMP0495,32,Femme,Marrakech,Master,IT,Network Engineer,1,2023-10-11,38,6.7,0,18700,3.9,4.3,CDI,Non
EMP0143,32,Homme,Tanger,Master,Data,Data Engineer,6,2019-02-02,43,7.3,3,22300,4.1,7.2,CDI,Non
EMP0464,25,Femme,Marrakech,Licence,Data,Data Analyst,1,2025-06-14,41,2.8,0,9650,3.1,7.3,CDI,Non
EMP0425,32,Homme,Marrakech,Bac,RH,Recruiter,12,2014-07-26,48,12.1,3,15200,3.2,8.2,CDI,Non
EMP0287,21,Homme,Marrakech,Bac+2,Finance,Financial Analyst,1,2023-02-16,37,3.3,1,12500,3.3,7.9,CDI,Non
EMP0436,45,Homme,marrakech,Bac+2,Data,Data Engineer,19,2007-03-12,37,7.7,1,20500,3.8,4.6,CDI,Oui
EMP0245,33,Femme,Rabat,Bac+2,RH,HR Specialist,4,2021-01-16,30,9.5,1,12600,3.7,6.6,CDI,Non
EMP0281,23,Femme,Marrakech,Master,Operations,Coordinator,3,2021-03-10,41,5.1,1,13050,3.1,4.9,CDI,Non
EMP0186,35,Femme,Rabat,Licence,RH,Recruiter,2,2023-11-09,41,3.5,4,11150,3.4,6.5,Stage,Non
EMP0035,43,Femme,Fès,Licence,Finance,Controller,9,2015-09-08,39,4.0,2,16600,3.8,8.1,CDD,Non
EMP0562,39,Femme,Agadir,Master,Sales,Sales Analyst,0,2024-06-09,42,3.5,2,12600,3.1,6.4,CDI,Non
EMP0515,47,Homme,Casablanca,Bac,IT,System Engineer,0,2025-08-20,42,7.7,2,13450,3.4,7.3,CDI,Non
EMP0616,31,Femme,Casablanca,Bac+2,RH,Recruiter,4,2021-08-10,46,2.7,0,6500,3.8,8.3,CDI,Non
EMP0345,40,Homme,Fès,Master,Finance,Accountant,18,2007-03-03,43,6.3,1,16900,3.1,7.8,CDI,Non
EMP0454,39,Homme,Tanger,Bac+2,Data,Data Analyst,11,2014-04-06,46,15.0,0,15800,2.3,6.3,CDI,Non
EMP0340,28,Femme,Casablanca,Master,IT,Support Engineer,6,2020-02-12,39,0.1,2,16750,4.7,8.5,CDI,Oui
EMP0423,26,Homme,Casablanca,Licence,IT,System Engineer,0,2024-10-04,54,4.8,2,14000,4.1,7.9,CDI,Oui
EMP0398,44,Femme,Casablanca,Bac+2,IT,Network Engineer,19,2007-07-03,40,1.3,2,21400,3.7,6.9,CDI,Non
EMP0285,24,Homme,Rabat,Bac+2,Sales,Account Manager,3,2022-08-04,43,7.4,2,13150,4.1,6.0,CDI,Non
EMP0264,38,Femme,Marrakech,Licence,RH,HR Analyst,8,2016-10-15,47,15.0,0,8950,3.6,5.2,CDI,Non
EMP0172,23,Femme,Tanger,Master,Operations,Technician,3,2023-12-01,44,1.8,0,10500,3.5,7.2,CDI,Non
EMP0137,40,Femme,Tanger,Master,IT,Support Engineer,0,2026-03-03,42,6.7,5,15300,3.6,8.4,Stage,Non
EMP0460,43,Femme,Rabat,Bac,Sales,Sales Analyst,7,2017-01-06,37,10.1,1,11350,3.7,6.6,CDI,Non
EMP0597,34,Homme,Marrakech,Master,Operations,Operations Analyst,14,2010-01-25,41,1.0,1,17750,4.3,,CDI,Oui
EMP0053,39,Femme,Casablanca,Licence,RH,Recruiter,13,2013-07-03,48,11.5,1,14750,2.7,6.9,CDI,Non
EMP0201,38,Femme,Tanger,Bac,IT,Network Engineer,17,2007-02-10,36,1.2,2,19150,,7.0,CDI,Non
EMP0317,29,Homme,Rabat,Licence,IT,System Engineer,9,2016-07-02,37,8.0,0,14250,2.9,9.2,CDI,Non
EMP0010,42,Homme,Marrakech,Master,RH,HR Specialist,4,2020-04-27,41,10.5,0,11600,3.3,5.6,CDI,Non
EMP0223,44,Femme,Tanger,Master,Data,Data Analyst,22,2003-12-02,39,5.4,3,24650,3.8,,CDI,Non
EMP0363,32,Homme,Tanger,Master,Operations,Operations Analyst,1,2024-12-11,50,3.7,1,10550,3.7,,CDI,Non
EMP0033,45,Femme,Rabat,Master,Operations,Operations Analyst,9,2016-12-05,35,3.0,3,17150,3.6,8.8,CDI,Non
EMP0297,50,Homme,Casablanca,Master,Operations,,11,2015-06-19,41,3.6,0,16050,3.5,10.0,CDI,Non
EMP0001,32,Homme,Casablanca,Bac+2,IT,Network Engineer,12,2012-05-14,39,3.6,0,18600,3.8,7.2,CDD,Non
EMP0051,31,Femme,Casablanca,Licence,IT,System Engineer,9,2017-05-24,50,3.8,1,19550,3.5,5.9,CDI,Non
EMP0448,35,Femme,Casablanca,Doctorat,Finance,Financial Analyst,8,2018-01-10,36,6.5,1,19350,4.4,5.6,CDI,Non
EMP0312,41,Homme,Marrakech,Licence,Data,Data Engineer,15,2010-01-20,51,4.5,0,22200,3.9,6.9,CDD,Non
EMP0253,36,Homme,Agadir,Master,Data,Data Analyst,5,2021-07-17,46,8.2,3,15600,3.8,5.8,CDD,Non
EMP0339,38,Femme,Fès,Master,Sales,Sales Analyst,15,2009-07-07,41,14.3,3,19900,3.8,5.8,CDI,Non
EMP0190,43,Homme,Casablanca,Master,Finance,Accountant,0,2026-10-08,39,8.2,1,13550,4.0,6.3,CDI,Non
EMP0276,27,Homme,Casablanca,Licence,Sales,Account Manager,0,2024-02-14,38,7.5,2,10700,3.5,7.0,CDI,Non
EMP0149,52,Homme,,Bac,Data,Data Engineer,11,2015-10-18,44,5.7,0,19850,3.7,6.6,CDD,Non
EMP0179,42,Femme,Casablanca,Master,Operations,Coordinator,13,2013-05-05,40,8.3,0,15350,3.7,5.2,CDI,Non
EMP0250,42,Femme,Casablanca,Bac+2,RH,HR Specialist,21,2003-02-07,35,2.7,1,18650,3.7,8.5,CDD,Oui
EMP0527,34,Femme,Rabat,Master,IT,Support Engineer,6,2020-09-06,40,9.6,3,13200,3.0,6.0,CDD,Non
EMP0471,40,Femme,Rabat,Doctorat,Operations,Operations Analyst,15,2011-02-16,51,1.4,1,20200,3.1,8.4,CDI,Non
EMP0482,52,Homme,Rabat,Master,Finance,Accountant,1,2025-02-21,36,0.7,2,74000,3.6,7.6,CDI,Non
EMP0439,30,Homme,Rabat,Master,Finance,Controller,10,2015-11-02,50,8.7,0,24200,4.4,8.1,CDD,Non
EMP0524,35,Homme,Marrakech,Licence,IT,Support Engineer,15,2009-08-08,35,6.1,1,18600,3.7,6.3,CDD,Oui
EMP0311,39,Femme,Fès,Doctorat,Data,Data Engineer,2,2022-11-01,57,1.4,1,20400,2.4,9.1,CDI,Non
EMP0008,44,Femme,Tanger,Licence,Data,Data Analyst,17,2008-06-05,37,2.9,4,17150,2.5,8.9,CDI,Non
